,Month,Total_private_pch,Construction_pch
709,2019-02-01,-0.02665,-0.37716
710,2019-03-01,0.14974,0.35154
711,2019-04-01,0.16126,0.49852
712,2019-05-01,0.08441,0.36198
713,2019-06-01,0.12416,0.33396
714,2019-07-01,0.09125,0.18639
715,2019-08-01,0.12467,0.06645
716,2019-09-01,0.13697,0.27888
717,2019-10-01,0.07694,0.06622
718,2019-11-01,0.13668,-0.14558
719,2019-12-01,0.07212,-0.22531
720,2020-01-01,0.21234,0.69075
721,2020-02-01,0.14306,0.36939
726,2020-07-01,1.15478,0.34868
727,2020-08-01,1.04887,0.41696
728,2020-09-01,0.88645,0.42907
729,2020-10-01,0.7268,0.74421
730,2020-11-01,0.28995,0.09576
731,2020-12-01,-0.21311,0.51934
732,2021-01-01,0.31787,0.10877
733,2021-02-01,0.46457,-0.97786
734,2021-03-01,0.57577,1.42642
735,2021-04-01,0.19028,0.14875
736,2021-05-01,0.39206,-0.16203
737,2021-06-01,0.50663,0.08115
738,2021-07-01,0.59052,0.2027
739,2021-08-01,0.48185,0.21578
740,2021-09-01,0.46595,0.55174
741,2021-10-01,0.65074,0.5621
742,2021-11-01,0.4845,0.61219
743,2021-12-01,0.4334,0.44974
744,2022-01-01,0.27019,-0.05267
745,2022-02-01,0.70061,1.04084
746,2022-03-01,0.32809,0.29991
747,2022-04-01,0.17472,0.078
748,2022-05-01,0.26471,0.49363
749,2022-06-01,0.29403,0.16805
750,2022-07-01,0.37835,0.30972
751,2022-08-01,0.23395,0.10292
752,2022-09-01,0.26239,0.20563
753,2022-10-01,0.22747,0.21803
754,2022-11-01,0.17306,0.24315
755,2022-12-01,0.17579,0.33193
756,2023-01-01,0.26701,0.33083
757,2023-02-01,0.1456,0.17755
758,2023-03-01,0.11827,-0.11394
759,2023-04-01,0.13468,0.13942
760,2023-05-01,0.19161,0.31642
761,2023-06-01,0.0645,0.36588
762,2023-07-01,0.10867,0.15085
763,2023-08-01,0.08535,0.37655
764,2023-09-01,0.18401,0.16256
