,Date,Open,High,Low,Close,Adj Close,Volume,Avg_price,PC_change_price,PC_change_vol
0,2006-05-01,45.98647094117647,46.05999994117647,45.517647352941175,45.557059,40.36944935294117,13670.588235294115,45.77176497058824,,
1,2006-06-01,39.31045481818182,39.74227281818182,38.88818190909091,39.29409090909091,34.829539227272726,14472.727272727272,39.30227286363636,-0.14134242171148537,0.05867626349554074
2,2006-07-01,35.90649965,36.2885001,35.4034998,35.7934997,31.7461499,48175.0,35.849999675,-0.08783902143813438,2.328674623115578
3,2006-08-01,35.04391295652174,35.553913173913045,34.65869569565217,35.147391391304346,31.173101391304343,86526.08695652174,35.09565217391304,-0.021041771490252083,0.7960786083346496
4,2006-09-01,36.65300005,37.35350035,36.1404998,36.79599955,32.6472146,292585.0,36.724499800000004,0.04641166427155627,2.381465755489674
5,2006-10-01,38.32727272727273,38.93590959090909,37.99227281818182,38.56409077272727,34.26403540909091,165000.0,38.44568175,0.04686740348741236,-0.43606131551514943
6,2006-11-01,38.80428580952381,39.31428557142857,38.38428561904762,38.84809504761905,34.51637052380953,271266.6666666667,38.82619042857143,0.009897306049760215,0.6440404040404042
7,2006-12-01,42.358500500000005,42.66849995,41.964,42.2514997,37.56101645,115200.0,42.3050001,0.08959956238376103,-0.57532563283362
8,2007-01-01,40.9029999,41.267,40.48250015,40.8510001,36.3537779,161695.0,40.876999999999995,-0.0337548775942446,0.40360243055555556
9,2007-02-01,42.17473694736842,42.47578931578947,41.72736821052632,42.04368405263158,37.41515726315789,139494.73684210525,42.1092105,0.030144347677178072,-0.1372971530220152
10,2007-03-01,36.63863581818182,37.00818136363636,36.07545463636364,36.42090931818182,32.42734045454545,109477.27272727272,36.52977256818182,-0.13249922916076007,-0.21518707296325768
11,2007-04-01,35.422000100000005,35.8205001,35.05349995,35.4975003,31.6485443,182180.0,35.4597502,-0.029291788394922247,0.6640896823749223
12,2007-05-01,36.65136359090909,36.9981815,36.22727236363637,36.59727277272727,32.629067,194786.36363636365,36.62431818181818,0.032841968013022846,0.0691972973782174
13,2007-06-01,34.259047428571435,34.43571433333333,33.75238080952381,34.020476238095235,30.33704923809524,267200.0,34.13976183333334,-0.06783897890332004,0.37175927006277265
14,2007-07-01,30.047142904761905,30.39000014285714,29.544761619047616,29.87333328571429,26.687721476190475,414914.28571428574,29.960238095238097,-0.12242392780884731,0.5528229255774166
15,2007-08-01,25.22565204347826,25.793478260869566,24.42826082608696,25.06565204347826,22.392718347826087,624673.9130434783,25.145652043478258,-0.16069919192414808,0.5055493015095537
16,2007-09-01,22.122105315789472,22.43157857894737,21.57052610526316,21.91526310526316,19.589136578947368,580857.8947368421,22.018684210526317,-0.12435421549400413,-0.07014222523421827
17,2007-10-01,21.164347869565216,21.555652217391305,20.717391347826087,21.150434826086958,18.949276869565217,680508.695652174,21.157391347826085,-0.03911645466482869,0.17155796937300583
18,2007-11-01,18.465714428571427,18.737142857142857,17.922857095238093,18.22095242857143,16.324671523809524,456414.28571428574,18.343333428571427,-0.13300590195604628,-0.3293042563153797
19,2007-12-01,18.0255,18.38449985,17.54949995,17.971499950000002,16.11371215,372080.0,17.998499975,-0.018798843455263996,-0.18477573632977562
20,2008-01-01,16.160476190476192,16.83047619047619,15.560476047619048,16.347143,14.72391623809524,870342.8571428572,16.253809595238096,-0.09693532139818811,1.3391282980618608
21,2008-02-01,19.51700005,20.0235,18.8795,19.36950005,17.44616095,888635.0,19.44325005,0.19622725589798465,0.021017168931783844
22,2008-03-01,18.56950025,19.1605,17.9594999,18.5135,16.6916964,1205840.0,18.541500125,-0.046378559277953674,0.3569575810090757
23,2008-04-01,20.972727409090908,21.35863609090909,20.412727454545458,20.89181831818182,18.886468909090908,1526809.0909090908,20.932272863636364,0.1289417103534585,0.26617883874236287
24,2008-05-01,19.02714261904762,19.299047761904763,18.561904761904763,18.857142714285715,17.047097285714283,708428.5714285715,18.94214266666667,-0.09507473029491019,-0.5360071041974477
25,2008-06-01,16.006666619047618,16.294761952380952,15.605714333333337,15.886666666666668,14.373913047619046,588200.0,15.946666642857142,-0.1581381830198544,-0.16971163541036505
26,2008-07-01,14.313636409090908,14.846363727272728,13.794545454545457,14.32681818181818,13.013272363636364,972104.5454545454,14.320227295454544,-0.10199243414491994,0.6526768878860003
27,2008-08-01,15.596666714285712,16.00428580952381,15.192380904761906,15.621428666666668,14.189187476190476,844509.5238095238,15.60904769047619,0.08999999570053877,-0.13125648084009275
28,2008-09-01,17.63428557142857,18.17714285714285,16.845238000000002,17.600952285714285,15.99971519047619,1075652.380952381,17.617618928571428,0.1286799347355932,0.27370071103542787
29,2008-10-01,13.161739130434782,13.68782604347826,12.380869565217392,12.990869565217391,11.837640347826088,667291.304347826,13.076304347826087,-0.2577711891236591,-0.3796403780959353
30,2008-11-01,9.930526315789471,10.413684210526316,9.49263157894737,9.908947368421051,9.029307263157897,466931.5789473684,9.919736842105262,-0.24139599551654656,-0.3002582591665543
31,2008-12-01,10.38090909090909,10.863636363636363,9.977727272727272,10.425454545454546,9.53027259090909,444559.0909090909,10.403181818181817,0.04873566544875738,-0.04791384658264745
32,2009-01-01,9.624,9.896,9.303,9.587,8.84799675,283525.0,9.6055,-0.07667671603967317,-0.3622332648282772
33,2009-02-01,8.59842105263158,8.882105263157895,8.328947368421053,8.563157894736841,7.903076105263158,456126.3157894737,8.58078947368421,-0.10667956132588516,0.6087693000245965
34,2009-03-01,7.975909090909091,8.260909090909092,7.680454545454546,7.963636363636363,7.349768363636364,422204.5454545455,7.969772727272726,-0.07120752097290876,-0.07436924632646028
35,2009-04-01,9.99952380952381,10.313333333333334,9.736190476190476,10.07952380952381,9.302554904761903,407980.9523809524,10.03952380952381,0.25970013864615654,-0.033688867698664825
36,2009-05-01,10.661,10.8855,10.319,10.573,9.7579911,426045.0,10.617,0.057520277000426855,0.04427669358980333
37,2009-06-01,9.844090909090909,9.988636363636363,9.658636363636363,9.808636363636364,9.059553772727272,293995.45454545453,9.826363636363636,-0.07446890492948711,-0.30994271838548854
38,2009-07-01,10.319545454545455,10.495909090909093,10.163636363636364,10.395909090909091,9.627608136363635,390050.0,10.357727272727274,0.05407530761402552,0.3267211923499127
39,2009-08-01,12.790476190476191,12.966190476190476,12.53761904761905,12.788571428571428,11.843442428571429,913709.5238095238,12.78952380952381,0.2347809005552455,1.3425446066133158
40,2009-09-01,13.02,13.155238095238095,12.76,12.918095238095235,11.968948904761906,444366.6666666667,12.969047619047618,0.014036786060019213,-0.5136674675185924
41,2009-10-01,12.095,12.274090909090908,11.892272727272728,12.036363636363635,11.162629454545456,649654.5454545454,12.065681818181819,-0.06965552347413911,0.4619785735230936
42,2009-11-01,11.7755,11.946,11.621,11.775,10.92023795,439360.0,11.77525,-0.024070899809753504,-0.32370210741373034
43,2009-12-01,11.684545454545455,11.80318181818182,11.571363636363635,11.69818181818182,10.855059590909091,477709.0909090909,11.691363636363636,-0.0071239560634690025,0.08728398331457321
44,2010-01-01,12.56315789473684,12.70157894736842,12.40421052631579,12.573684210526316,11.68400557894737,509000.0,12.568421052631578,0.07501754658798147,0.06550201720331893
45,2010-02-01,12.89578947368421,13.023684210526316,12.690526315789477,12.916842105263155,12.002882894736842,701289.4736842106,12.906315789473684,0.02688442211055282,0.3777789266880365
46,2010-03-01,13.566956521739131,13.710434782608695,13.481304347826086,13.596521739130436,12.638529,247939.13043478265,13.581739130434784,0.052332776601667456,-0.6464525139209073
47,2010-04-01,14.244761904761903,14.457619047619048,14.102857142857143,14.300476190476193,13.308043904761906,801785.7142857143,14.272619047619049,0.0508682953301687,2.233800622272547
48,2010-05-01,14.082,14.327000000000002,13.7095,14.0215,13.048426699999998,1771760.0,14.05175,-0.015475018767203343,1.2097674832962138
49,2010-06-01,12.295454545454543,12.452727272727271,12.082727272727272,12.228181818181817,11.384077772727274,622881.8181818182,12.26181818181818,-0.12738141642014839,-0.6484389430951041
50,2010-07-01,11.430952380952382,11.622857142857145,11.224761904761904,11.444285714285714,10.66966257142857,416285.7142857143,11.437619047619048,-0.06721671468112732,-0.3316778526288575
51,2010-08-01,11.252272727272729,11.393181818181818,11.11181818181818,11.250909090909092,10.489373181818182,372222.7272727273,11.251590909090911,-0.01626458599063605,-0.10584794409434083
