,Date,Open,High,Low,Close,Adj Close,Volume
0,2006-05-01,45.98647094117647,46.05999994117647,45.517647352941175,45.557059,40.369449352941174,13670.588235294117
1,2006-06-01,39.31045481818182,39.74227281818182,38.88818190909091,39.29409090909091,34.829539227272726,14472.727272727272
2,2006-07-01,35.90649965,36.2885001,35.4034998,35.7934997,31.7461499,48175.0
3,2006-08-01,35.04391295652174,35.553913173913045,34.65869569565217,35.147391391304346,31.173101391304346,86526.08695652174
4,2006-09-01,36.65300005,37.353500350000004,36.1404998,36.79599955,32.6472146,292585.0
5,2006-10-01,38.32727272727273,38.93590959090909,37.99227281818182,38.56409077272727,34.26403540909091,165000.0
6,2006-11-01,38.80428580952381,39.31428557142857,38.38428561904762,38.84809504761905,34.51637052380953,271266.6666666667
7,2006-12-01,42.358500500000005,42.66849995,41.964,42.2514997,37.56101645,115200.0
8,2007-01-01,40.9029999,41.267,40.48250015,40.8510001,36.3537779,161695.0
9,2007-02-01,42.17473694736842,42.47578931578947,41.72736821052632,42.04368405263158,37.415157263157894,139494.73684210525
10,2007-03-01,36.63863581818182,37.00818136363636,36.07545463636364,36.42090931818182,32.42734045454545,109477.27272727272
11,2007-04-01,35.422000100000005,35.8205001,35.05349995,35.4975003,31.648544299999998,182180.0
12,2007-05-01,36.65136359090909,36.9981815,36.22727236363637,36.59727277272727,32.629067,194786.36363636365
13,2007-06-01,34.259047428571435,34.43571433333333,33.75238080952381,34.020476238095235,30.33704923809524,267200.0
14,2007-07-01,30.047142904761905,30.39000014285714,29.544761619047616,29.87333328571429,26.687721476190475,414914.28571428574
15,2007-08-01,25.22565204347826,25.793478260869566,24.42826082608696,25.06565204347826,22.392718347826087,624673.9130434783
16,2007-09-01,22.122105315789472,22.43157857894737,21.570526105263156,21.915263105263158,19.589136578947368,580857.8947368421
17,2007-10-01,21.164347869565216,21.555652217391305,20.717391347826087,21.150434826086954,18.949276869565217,680508.695652174
18,2007-11-01,18.465714428571427,18.737142857142857,17.922857095238093,18.22095242857143,16.324671523809524,456414.28571428574
19,2007-12-01,18.0255,18.38449985,17.54949995,17.971499950000002,16.11371215,372080.0
20,2008-01-01,16.160476190476192,16.83047619047619,15.560476047619048,16.347143,14.723916238095239,870342.8571428572
21,2008-02-01,19.51700005,20.023500000000002,18.8795,19.36950005,17.44616095,888635.0
22,2008-03-01,18.569500249999997,19.1605,17.9594999,18.5135,16.6916964,1205840.0
23,2008-04-01,20.972727409090908,21.35863609090909,20.412727454545458,20.89181831818182,18.886468909090908,1526809.0909090908
24,2008-05-01,19.02714261904762,19.299047761904763,18.561904761904763,18.857142714285715,17.047097285714283,708428.5714285715
25,2008-06-01,16.006666619047618,16.294761952380952,15.605714333333335,15.886666666666667,14.373913047619046,588200.0
26,2008-07-01,14.313636409090908,14.846363727272728,13.794545454545455,14.326818181818181,13.013272363636363,972104.5454545454
27,2008-08-01,15.596666714285712,16.00428580952381,15.192380904761906,15.621428666666667,14.189187476190476,844509.5238095238
28,2008-09-01,17.63428557142857,18.177142857142854,16.845238000000002,17.600952285714285,15.99971519047619,1075652.380952381
29,2008-10-01,13.161739130434782,13.68782604347826,12.380869565217392,12.990869565217393,11.837640347826088,667291.304347826
30,2008-11-01,9.930526315789473,10.413684210526316,9.49263157894737,9.908947368421053,9.029307263157895,466931.5789473684
31,2008-12-01,10.38090909090909,10.863636363636363,9.977727272727272,10.425454545454546,9.53027259090909,444559.0909090909
32,2009-01-01,9.623999999999999,9.895999999999999,9.303,9.587,8.84799675,283525.0
33,2009-02-01,8.59842105263158,8.882105263157895,8.328947368421053,8.563157894736841,7.903076105263158,456126.3157894737
34,2009-03-01,7.975909090909091,8.260909090909092,7.680454545454546,7.963636363636363,7.349768363636364,422204.54545454547
35,2009-04-01,9.99952380952381,10.313333333333334,9.736190476190476,10.07952380952381,9.302554904761905,407980.95238095237
36,2009-05-01,10.661,10.8855,10.318999999999999,10.573,9.7579911,426045.0
37,2009-06-01,9.844090909090909,9.988636363636363,9.658636363636363,9.808636363636364,9.059553772727272,293995.45454545453
38,2009-07-01,10.319545454545455,10.495909090909091,10.163636363636364,10.395909090909091,9.627608136363635,390050.0
39,2009-08-01,12.790476190476191,12.966190476190476,12.53761904761905,12.788571428571428,11.843442428571429,913709.5238095238
40,2009-09-01,13.020000000000001,13.155238095238095,12.76,12.918095238095237,11.968948904761906,444366.6666666667
41,2009-10-01,12.094999999999999,12.274090909090908,11.892272727272728,12.036363636363637,11.162629454545455,649654.5454545454
42,2009-11-01,11.7755,11.946,11.620999999999999,11.775,10.920237949999999,439360.0
43,2009-12-01,11.684545454545455,11.80318181818182,11.571363636363635,11.69818181818182,10.855059590909091,477709.0909090909
44,2010-01-01,12.563157894736841,12.70157894736842,12.40421052631579,12.573684210526316,11.68400557894737,509000.0
45,2010-02-01,12.89578947368421,13.023684210526316,12.690526315789475,12.916842105263157,12.002882894736842,701289.4736842106
46,2010-03-01,13.566956521739131,13.710434782608695,13.481304347826086,13.596521739130436,12.638529,247939.13043478262
47,2010-04-01,14.244761904761905,14.457619047619048,14.102857142857143,14.300476190476191,13.308043904761906,801785.7142857143
48,2010-05-01,14.081999999999999,14.327000000000002,13.7095,14.0215,13.048426699999998,1771760.0
49,2010-06-01,12.295454545454545,12.452727272727271,12.082727272727272,12.228181818181817,11.384077772727274,622881.8181818182
50,2010-07-01,11.430952380952382,11.622857142857143,11.224761904761905,11.444285714285714,10.66966257142857,416285.71428571426
51,2010-08-01,11.252272727272727,11.393181818181818,11.111818181818181,11.250909090909092,10.489373181818182,372222.7272727273
52,2010-09-01,11.762857142857143,11.889047619047618,11.643809523809525,11.772380952380953,10.980139714285714,552647.619047619
53,2010-10-01,11.793333333333333,11.872857142857143,11.65952380952381,11.736190476190476,10.957607523809523,617990.4761904762
54,2010-11-01,11.678571428571429,11.812380952380952,11.555238095238096,11.694285714285716,10.918483380952381,492657.14285714284
55,2010-12-01,12.697727272727274,12.852272727272727,12.609090909090908,12.765454545454544,11.924229636363636,582200.0
56,2011-01-01,13.772,13.898500000000002,13.574000000000002,13.7405,12.84730385,927190.0
57,2011-02-01,13.648947368421052,13.761578947368422,13.480526315789474,13.624736842105264,12.739067157894738,742952.6315789474
58,2011-03-01,13.29695652173913,13.419130434782607,13.126956521739132,13.270434782608698,12.412276478260868,623126.0869565217
59,2011-04-01,13.344,13.443000000000001,13.236500000000001,13.333000000000002,12.4868092,523150.0
60,2011-05-01,13.042380952380952,13.153333333333334,12.938095238095238,13.053333333333333,12.224892333333333,683709.5238095238
61,2011-06-01,12.562272727272727,12.677727272727275,12.41590909090909,12.517727272727273,11.727511636363635,748445.4545454546
62,2011-07-01,12.477,12.5925,12.3485,12.4435,11.671971600000001,647555.0
63,2011-08-01,9.89304347826087,10.062608695652173,9.632608695652175,9.838260869565218,9.228263695652174,811443.4782608695
64,2011-09-01,9.472857142857142,9.61,9.300476190476191,9.435714285714287,8.85927680952381,410238.09523809527
65,2011-10-01,9.911904761904761,10.124285714285715,9.736190476190476,9.97857142857143,9.392665666666668,744566.6666666666
66,2011-11-01,10.843809523809524,11.011904761904763,10.713809523809525,10.876190476190477,10.237579,813795.2380952381
67,2011-12-01,11.637619047619049,11.793809523809523,11.49,11.627619047619048,10.950478857142858,1002947.619047619
68,2012-01-01,13.0755,13.258500000000002,12.8965,13.1095,12.361498000000001,1966860.0
69,2012-02-01,13.9635,14.145,13.823500000000001,13.996,13.197416200000001,1760185.0
70,2012-03-01,14.598636363636365,14.785454545454543,14.421363636363635,14.615909090909092,13.785661272727275,1992790.9090909092
