,Month,Total_private_pch,Construction_pch,Unemploy_rate
656,2014-09-01,0.22401,0.5153,5.9
657,2014-10-01,0.18867,0.27235,5.7
658,2014-11-01,0.22818,0.2077,5.8
659,2014-12-01,0.22174,0.33482,5.6
660,2015-01-01,0.15454,0.42905,5.7
661,2015-02-01,0.20995,0.64873,5.5
662,2015-03-01,0.08666,-0.42446,5.4
663,2015-04-01,0.20428,0.91569,5.4
664,2015-05-01,0.27769,0.54756,5.6
665,2015-06-01,0.12717,0.21783,5.3
666,2015-07-01,0.21641,0.48129,5.2
667,2015-08-01,0.10922,0.27812,5.1
668,2015-09-01,0.12909,0.27735,5.0
669,2015-10-01,0.25286,0.59926,5.0
670,2015-11-01,0.16594,0.77898,5.1
671,2015-12-01,0.21287,0.485,5.0
672,2016-01-01,0.081,0.01508,4.8
673,2016-02-01,0.15526,0.13573,4.9
674,2016-03-01,0.17811,0.57229,5.0
675,2016-04-01,0.15146,0.35939,5.1
676,2016-05-01,0.02466,-0.19397,4.8
677,2016-06-01,0.22185,0.1794,4.9
678,2016-07-01,0.20824,0.50739,4.8
679,2016-08-01,0.126,0.01485,4.9
680,2016-09-01,0.21082,0.47506,5.0
681,2016-10-01,0.1109,0.45804,4.9
682,2016-11-01,0.1124,0.35299,4.7
683,2016-12-01,0.15621,-0.07328,4.7
684,2017-01-01,0.1779,0.32268,4.7
685,2017-02-01,0.15893,0.59942,4.6
686,2017-03-01,0.10282,0.30519,4.4
687,2017-04-01,0.15447,0.20284,4.4
688,2017-05-01,0.16554,0.21689,4.4
689,2017-06-01,0.14995,0.44727,4.3
690,2017-07-01,0.13685,0.08618,4.3
691,2017-08-01,0.15997,0.48794,4.4
692,2017-09-01,0.05538,0.1571,4.3
693,2017-10-01,0.09626,0.25667,4.2
694,2017-11-01,0.16989,0.52624,4.2
695,2017-12-01,0.1112,0.32541,4.1
696,2018-01-01,0.12706,0.0282,4.0
697,2018-02-01,0.27375,1.28296,4.1
698,2018-03-01,0.17113,0.1392,4.0
699,2018-04-01,0.10171,0.25021,4.0
700,2018-05-01,0.25718,0.85968,3.8
701,2018-06-01,0.14093,0.24746,4.0
702,2018-07-01,0.08064,0.35656,3.8
703,2018-08-01,0.17221,0.39628,3.8
704,2018-09-01,0.06546,0.38111,3.7
705,2018-10-01,0.1261,0.18983,3.8
706,2018-11-01,0.08029,-0.0406,3.8
707,2018-12-01,0.11404,0.13539,3.9
708,2019-01-01,0.23253,0.37858,4.0
709,2019-02-01,-0.02665,-0.37716,3.8
710,2019-03-01,0.14974,0.35154,3.8
711,2019-04-01,0.16126,0.49852,3.6
712,2019-05-01,0.08441,0.36198,3.7
713,2019-06-01,0.12416,0.33396,3.6
714,2019-07-01,0.09125,0.18639,3.7
715,2019-08-01,0.12467,0.06645,3.7
716,2019-09-01,0.13697,0.27888,3.5
717,2019-10-01,0.07694,0.06622,3.6
718,2019-11-01,0.13668,-0.14558,3.6
719,2019-12-01,0.07212,-0.22531,3.6
720,2020-01-01,0.21234,0.69075,3.5
721,2020-02-01,0.14306,0.36939,3.5
722,2020-03-01,-1.07876,-0.90694,4.4
723,2020-04-01,-15.30019,-13.42353,14.7
724,2020-05-01,2.90868,7.38471,13.2
725,2020-06-01,4.07849,2.29705,11.0
726,2020-07-01,1.15478,0.34868,10.2
727,2020-08-01,1.04887,0.41696,8.4
728,2020-09-01,0.88645,0.42907,7.9
729,2020-10-01,0.7268,0.74421,6.9
730,2020-11-01,0.28995,0.09576,6.7
731,2020-12-01,-0.21311,0.51934,6.7
732,2021-01-01,0.31787,0.10877,6.3
733,2021-02-01,0.46457,-0.97786,6.2
734,2021-03-01,0.57577,1.42642,6.1
735,2021-04-01,0.19028,0.14875,6.1
736,2021-05-01,0.39206,-0.16203,5.8
737,2021-06-01,0.50663,0.08115,5.9
738,2021-07-01,0.59052,0.2027,5.4
739,2021-08-01,0.48185,0.21578,5.2
740,2021-09-01,0.46595,0.55174,4.8
741,2021-10-01,0.65074,0.5621,4.5
742,2021-11-01,0.4845,0.61219,4.2
743,2021-12-01,0.4334,0.44974,3.9
744,2022-01-01,0.27019,-0.05267,4.0
745,2022-02-01,0.70061,1.04084,3.8
746,2022-03-01,0.32809,0.29991,3.6
747,2022-04-01,0.17472,0.078,3.6
748,2022-05-01,0.26471,0.49363,3.6
749,2022-06-01,0.29403,0.16805,3.6
750,2022-07-01,0.37835,0.30972,3.5
751,2022-08-01,0.23395,0.10292,3.7
752,2022-09-01,0.26239,0.20563,3.5
753,2022-10-01,0.22747,0.21803,3.7
754,2022-11-01,0.17306,0.24315,3.6
755,2022-12-01,0.17579,0.33193,3.5
756,2023-01-01,0.26701,0.33083,3.4
757,2023-02-01,0.1456,0.17755,3.6
758,2023-03-01,0.11827,-0.11394,3.5
759,2023-04-01,0.13468,0.13942,3.4
760,2023-05-01,0.19161,0.31642,3.7
761,2023-06-01,0.0645,0.36588,3.6
762,2023-07-01,0.10867,0.15085,3.5
763,2023-08-01,0.08535,0.37655,3.8
764,2023-09-01,0.18401,0.16256,3.8
765,2023-10-01,0.07392,0.28714,3.9
